1,6266
2,7823
3,6856
4,5543
5,7915
6,7495
7,7152
8,5591
9,5368
10,5670
11,7355
12,6182
13,6483
14,6744
15,5960
16,6570
17,6417
18,6864
19,6694
20,7278
21,7217
22,7247
23,5075
24,5994
25,5767
26,7577
27,7783
28,7835
29,5810
30,7374
31,6181
32,7461
33,5644
34,6813
35,5703
36,6071
37,6787
38,5104
39,5131
40,7306
41,6148
42,7072
43,6260
44,7877
45,5129
46,7037
47,5916
48,7927
49,6560
50,6741
51,5066
52,5686
53,6248
54,7417
55,7760
56,7616
57,7623
58,5296
59,7082
60,5496
61,6905
62,6579
63,5587
64,6568
65,5559
66,6973
67,5966
68,7661
69,7885
70,5809
71,6685
72,6393
73,5119
74,5207
75,5715
76,6716
77,6151
78,7503
79,6906
80,6098
81,5107
82,5702
83,7726
84,7228
85,5204
86,7631
87,7296
88,5864
89,7648
90,5481
91,7517
92,5558
93,6020
94,5185
95,5127
96,7580
97,7793
98,5340
99,6125
100,7553
101,7516
102,7692
103,6785
104,5377
105,6994
106,5430
107,5806
108,5130
109,7991
110,7259
111,6869
112,7455
113,7252
114,6543
115,6904
116,5365
117,7950
118,6437
119,6536
120,5344
121,6002
122,5374
123,7576
124,7789
125,5292
126,5522
127,5031
128,6127
129,5164
130,6510
131,6956
132,5910
133,7909
134,6819
135,6326
136,5124
137,5785
138,5869
139,6937
140,6709
141,7406
142,5594
143,5924
144,6104
145,7794
146,7893
147,7431
148,7233
149,5563
150,6522
151,6981
152,7847
153,5212
154,6765
155,6657
156,6376
157,6001
158,6618
159,7680
160,6301
161,5016
162,6420
163,6459
164,5196
165,6844
166,5784
167,6935
168,6361
169,7837
170,6626
171,7621
172,6770
173,5392
174,6258
175,6812
176,7447
177,7453
178,6668
179,6264
180,5666
181,6688
182,7056
183,6671
184,6647
185,7190
186,7894
187,5108
188,6738
189,5429
190,7634
191,7263
192,6719
193,7523
194,5416
195,5570
196,5606
197,6840
198,6847
199,7479
200,5004
201,7081
202,7227
203,7554
204,6788
205,7895
206,7076
207,6449
208,7932
209,7574
210,6392
211,6933
212,6473
213,5302
214,7941
215,7810
216,6489
217,5436
218,5761
219,5528
220,6218
221,6094
222,5354
223,7945
224,5339
225,7281
226,7175
227,6533
228,5658
229,7653
230,5363
231,5074
232,7102
233,7065
234,7277
235,7666
236,5228
237,6235
238,7164
239,6410
240,5802
241,7052
242,5433
243,7844
244,5343
245,7205
246,6096
247,6972
248,7130
249,7659
250,7841
251,7996
252,6195
253,6734
254,7656
255,7077
256,5332
257,5751
258,7901
259,5609
260,5792
261,7352
262,7330
263,6114
264,5223
265,7948
266,7066
267,5580
268,5095
269,5174
270,7928
271,7544
272,6946
273,6722
274,5437
275,5865
276,6721
277,5872
278,6005
279,7693
280,6477
281,7619
282,6494
283,6640
284,7700
285,6513
286,5826
287,5673
288,5935
289,7446
290,5800
291,6316
292,5593
293,6674
294,6715
295,6552
296,5015
297,7490
298,7807
299,7169
300,5769
301,5162
302,5446
303,6292
304,5038
305,5187
306,7637
307,6727
308,6349
309,7361
310,5936
311,5076
312,7043
313,6359
314,7308
315,7871
316,6192
317,6146
318,7250
319,7585
320,7383
321,5979
322,5237
323,7963
324,5215
325,6050
326,7742
327,6879
328,7675
329,7611
330,6531
331,7020
332,7984
333,5002
334,5734
335,5847
336,6630
337,6897
338,5719
339,6031
340,7514
341,6733
342,5199
343,7702
344,6107
345,5366
346,7728
347,5568
348,7713
349,6980
350,6912
351,6388
352,5914
