20072,2787,168
20073,2994,168
20074,2824,168
20075,3497,25
20076,4770,25
20077,2747,1989
20078,2201,1989
20079,3292,1989
20080,1359,1989
20081,4885,1880
20082,570,1880
20083,2317,1089
20084,4055,1089
20085,2010,1089
20086,2592,1089
20087,3111,1089
20088,2840,1702
20089,4719,1702
20090,4255,1702
20091,1431,1702
20092,2839,1702
20093,1974,1702
20094,398,1842
20095,2812,1842
20096,2351,1842
20097,571,1842
20098,3230,1842
20099,411,1842
20100,326,1799
20101,4685,1799
20102,3140,1799
20103,1448,1799
20104,818,1799
20105,994,1799
20106,2586,1799
20107,2480,673
20108,2276,673
20109,3081,673
20110,651,673
20111,4942,673
20112,402,673
20113,4735,673
20114,4298,795
20115,3167,795
20116,3327,795
20117,212,1301
20118,3942,1301
20119,3089,1301
20120,3376,1452
20121,301,1452
20122,3735,1452
20123,2009,1452
20124,765,1037
20125,2170,1037
20126,4907,1037
20127,4013,1037
20128,857,1037
20129,3880,1037
20130,1819,1037
20131,3023,1037
20132,1085,893
20133,4782,893
20134,3708,893
20135,2215,1460
20136,4461,1460
20137,186,1460
20138,3313,1460
20139,4486,920
20140,1637,920
20141,2110,920
20142,4126,920
20143,3644,920
20144,4099,920
20145,4265,920
20146,4549,926
20147,1713,926
20148,2629,926
20149,145,926
20150,1470,926
20151,3077,926
20152,3602,1488
20153,2715,1488
20154,237,1488
20155,262,458
20156,1516,458
20157,3943,458
20158,2757,458
20159,2267,458
20160,1880,287
20161,3131,287
20162,3279,430
20163,4149,430
20164,1379,430
20165,2338,430
20166,3153,1889
20167,1551,1889
20168,3519,1889
20169,1964,251
20170,591,251
20171,3092,251
20172,1958,251
20173,4511,251
20174,1355,251
20175,4916,251
20176,1817,1487
20177,4253,1487
20178,1324,1487
20179,4323,1487
20180,1188,1487
20181,1233,1487
20182,1644,1487
20183,3615,1000
20184,1282,1000
20185,189,1000
20186,454,1000
20187,3154,1000
20188,1819,1320
20189,944,1320
20190,1531,1320
20191,2631,675
20192,300,675
20193,3491,675
20194,427,675
20195,4845,675
20196,4398,675
20197,2520,675
20198,3707,675
20199,1777,1976
20200,3304,1976
20201,1669,1976
20202,1942,1960
20203,3234,1960
20204,1459,1960
20205,2,1960
20206,53,1256
20207,4508,1256
20208,4541,1256
20209,2368,1256
20210,1643,1256
20211,295,1256
20212,4641,627
20213,4071,627
20214,4050,128
20215,3675,128
20216,4590,128
20217,1452,583
20218,1022,583
20219,4942,583
20220,2909,583
20221,2129,583
20222,4313,720
20223,2536,720
20224,2293,431
20225,1526,431
20226,4868,1077
20227,1320,1077
20228,2269,1077
20229,323,1077
20230,3220,1077
20231,3757,1077
20232,2900,1077
20233,762,1077
20234,617,711
20235,2897,711
20236,3622,711
20237,984,711
20238,606,711
20239,3170,711
20240,1424,711
20241,1972,1655
20242,3916,1655
20243,1367,1655
20244,4468,1655
20245,2184,1655
20246,880,1655
20247,2474,1655
20248,1181,1296
20249,472,1296
20250,3445,1296
20251,330,1296
20252,2224,1296
20253,4472,1296
20254,2463,1267
20255,3278,1267
20256,3220,1267
20257,3653,1267
20258,4588,1267
20259,4813,205
20260,192,205
20261,3312,205
20262,10,1029
20263,2421,1029
20264,3980,1029
20265,733,233
20266,4420,233
20267,167,233
20268,790,233
20269,1728,233
20270,4861,233
20271,3436,233
20272,1749,1907
20273,1651,1907
20274,4283,1907
20275,2525,1907
20276,871,1907
20277,3642,1907
20278,1209,1907
20279,3690,1907
20280,341,1278
20281,4992,1278
20282,1829,1278
20283,1578,1278
20284,2238,1278
20285,504,1278
20286,65,1278
20287,3924,1278
20288,2474,1689
20289,4602,1689
20290,1030,1689
20291,1045,1689
20292,2155,1689
20293,472,932
20294,1440,932
20295,2365,932
20296,3411,932
20297,2189,932
20298,4620,1375
20299,818,1375
20300,3449,209
20301,648,209
20302,3426,209
20303,2568,209
20304,1873,209
